id,title,url,category,date,author
250,"inurl:""cacti"" +inurl:""graph_view.php"" +""Settings Tree View"" -cvs -RPM",https://www.exploit-db.com/ghdb/250,Files Containing Juicy Info,2004-05-24,anonymous
251,"intitle:""System Statistics"" +""System and Network Information Center""",https://www.exploit-db.com/ghdb/251,Files Containing Juicy Info,2004-05-24,anonymous
252,"inurl:""wvdial.conf"" intext:""password""",https://www.exploit-db.com/ghdb/252,Files Containing Passwords,2004-05-24,anonymous
254,"inurl:""slapd.conf"" intext:""credentials"" -manpage -""Manual Page"" -man: -sample",https://www.exploit-db.com/ghdb/254,Files Containing Passwords,2004-05-25,anonymous
255,"inurl:""slapd.conf"" intext:""rootpw"" -manpage -""Manual Page"" -man: -sample",https://www.exploit-db.com/ghdb/255,Files Containing Passwords,2004-05-25,anonymous
259,filetype:netrc password,https://www.exploit-db.com/ghdb/259,Files Containing Passwords,2004-05-26,anonymous
270,"intitle:""ZyXEL Prestige Router"" ""Enter password""",https://www.exploit-db.com/ghdb/270,Pages Containing Login Portals,2004-06-04,anonymous
310,"filetype:php inurl:""webeditor.php""",https://www.exploit-db.com/ghdb/310,Pages Containing Login Portals,2004-07-09,anonymous
324,BEGIN (CERTIFICATE|DSA|RSA) filetype:key,https://www.exploit-db.com/ghdb/324,Files Containing Juicy Info,2004-07-12,anonymous
325,inurl:explorer.cfm inurl:(dirpath|This_Directory),https://www.exploit-db.com/ghdb/325,Sensitive Directories,2004-10-31,anonymous
326,BEGIN (CERTIFICATE|DSA|RSA) filetype:csr,https://www.exploit-db.com/ghdb/326,Files Containing Juicy Info,2004-07-12,anonymous
345,"""sets mode: +s""",https://www.exploit-db.com/ghdb/345,Files Containing Juicy Info,2004-07-19,anonymous
371,inurl:email filetype:mdb,https://www.exploit-db.com/ghdb/371,Files Containing Juicy Info,2004-07-26,anonymous
373,data filetype:mdb -site:gov -site:mil,https://www.exploit-db.com/ghdb/373,Files Containing Juicy Info,2004-07-26,anonymous
376,"intitle:""Index Of"" cookies.txt ""size""",https://www.exploit-db.com/ghdb/376,Files Containing Juicy Info,2004-07-26,anonymous
374,inurl:backup filetype:mdb,https://www.exploit-db.com/ghdb/374,Files Containing Juicy Info,2004-07-26,anonymous
375,inurl:forum filetype:mdb,https://www.exploit-db.com/ghdb/375,Files Containing Juicy Info,2004-07-26,anonymous
377,intext:(password | passcode) intext:(username | userid | user) filetype:csv,https://www.exploit-db.com/ghdb/377,Files Containing Juicy Info,2004-07-26,anonymous
378,inurl:profiles filetype:mdb,https://www.exploit-db.com/ghdb/378,Files Containing Juicy Info,2004-07-26,anonymous
382,"""Novell, Inc"" WEBACCESS Username Password ""Version *.*"" Copyright -inurl:help -guides|guide",https://www.exploit-db.com/ghdb/382,Web Server Detection,2004-07-26,anonymous
383,"ext:pwd inurl:(service | authors | administrators | users) ""# -FrontPage-""",https://www.exploit-db.com/ghdb/383,Files Containing Passwords,2004-07-26,anonymous
400,"filetype:fp5 fp5 -site:gov -site:mil -""cvs log""",https://www.exploit-db.com/ghdb/400,Files Containing Juicy Info,2004-08-02,anonymous
403,filetype:fp3 fp3,https://www.exploit-db.com/ghdb/403,Files Containing Juicy Info,2004-08-05,anonymous
404,filetype:fp7 fp7,https://www.exploit-db.com/ghdb/404,Files Containing Juicy Info,2004-08-05,anonymous
412,inurl:/cgi-bin/sqwebmail?noframes=1,https://www.exploit-db.com/ghdb/412,Pages Containing Login Portals,2004-08-06,anonymous
413,filetype:ini ServUDaemon,https://www.exploit-db.com/ghdb/413,Files Containing Passwords,2004-08-06,anonymous
420,"filetype:cfg login ""LoginServer=""",https://www.exploit-db.com/ghdb/420,Pages Containing Login Portals,2004-08-09,anonymous
422,"intitle:""please login"" ""your password is *""",https://www.exploit-db.com/ghdb/422,Pages Containing Login Portals,2004-08-13,anonymous
423,mail filetype:csv -site:gov intext:name,https://www.exploit-db.com/ghdb/423,Files Containing Juicy Info,2004-08-09,anonymous
424,filetype:xls -site:gov inurl:contact,https://www.exploit-db.com/ghdb/424,Files Containing Juicy Info,2004-08-09,anonymous
433,"filetype:log ""PHP Parse error"" | ""PHP Warning"" | ""PHP Error""",https://www.exploit-db.com/ghdb/433,Error Messages,2004-08-14,anonymous
435,"intext:""404 Object Not Found"" Microsoft-IIS/5.0",https://www.exploit-db.com/ghdb/435,Web Server Detection,2004-08-16,anonymous
440,"""ftp://"" ""www.eastgame.net""",https://www.exploit-db.com/ghdb/440,Vulnerable Servers,2004-08-20,anonymous
441,"intitle:""ITS System Information"" ""Please log on to the SAP System""",https://www.exploit-db.com/ghdb/441,Pages Containing Login Portals,2004-08-16,anonymous
447,"intitle:Novell intitle:WebAccess ""Copyright *-* Novell, Inc""",https://www.exploit-db.com/ghdb/447,Pages Containing Login Portals,2004-08-21,anonymous
448,"intitle:phpMyAdmin ""Welcome to phpMyAdmin ***"" ""running on * as root@*""",https://www.exploit-db.com/ghdb/448,Vulnerable Servers,2004-08-21,anonymous
471,"filetype:xls inurl:""email.xls""",https://www.exploit-db.com/ghdb/471,Files Containing Juicy Info,2004-09-10,anonymous
473,"filetype:pl ""Download: SuSE Linux Openexchange Server CA""",https://www.exploit-db.com/ghdb/473,Pages Containing Login Portals,2004-09-10,anonymous
499,"filetype:php inurl:index.php inurl:""module=subjects"" inurl:""func=*"" (listpages| viewpage | listcat)",https://www.exploit-db.com/ghdb/499,Advisories and Vulnerabilities,2004-09-23,anonymous
519,"intitle:""remote ui:top page""",https://www.exploit-db.com/ghdb/519,Various Online Devices,2004-09-29,anonymous
525,inurl:hp/device/this.LCDispatcher,https://www.exploit-db.com/ghdb/525,Various Online Devices,2004-10-05,anonymous
526,"intitle:""WordPress > * > Login form"" inurl:""wp-login.php""",https://www.exploit-db.com/ghdb/526,Advisories and Vulnerabilities,2004-10-05,anonymous
527,intitle:webeye inurl:login.ml,https://www.exploit-db.com/ghdb/527,Various Online Devices,2004-10-05,anonymous
538,"intitle:""Object not found"" netware ""apache 1..""",https://www.exploit-db.com/ghdb/538,Web Server Detection,2004-10-09,anonymous
540,"intitle:""DEFAULT_CONFIG - HP""",https://www.exploit-db.com/ghdb/540,Various Online Devices,2004-10-09,anonymous
550,camera linksys inurl:main.cgi,https://www.exploit-db.com/ghdb/550,Various Online Devices,2004-10-10,anonymous
552,"intitle:""my webcamXP server!"" inurl:"":8080""",https://www.exploit-db.com/ghdb/552,Various Online Devices,2004-10-11,anonymous
563,"intitle:""Object not found!"" intext:""Apache/2.0.* (Linux/SuSE)""",https://www.exploit-db.com/ghdb/563,Web Server Detection,2004-10-12,anonymous
578,"""The script whose uid is "" ""is not allowed to access""",https://www.exploit-db.com/ghdb/578,Error Messages,2004-10-16,anonymous
591,inurl:/cgi-bin/finger? Enter (account|host|user|username),https://www.exploit-db.com/ghdb/591,Network or Vulnerability Data,2004-10-19,anonymous
597,"intitle:""Virtual Server Administration System""",https://www.exploit-db.com/ghdb/597,Pages Containing Login Portals,2004-10-19,anonymous
601,"""OPENSRS Domain Management"" inurl:manage.cgi",https://www.exploit-db.com/ghdb/601,Pages Containing Login Portals,2004-10-19,anonymous
612,"intitle:""toshiba network camera - User Login""",https://www.exploit-db.com/ghdb/612,Various Online Devices,2004-10-25,anonymous
628,"""File Upload Manager v1.3"" ""rename to""",https://www.exploit-db.com/ghdb/628,Vulnerable Files,2004-10-27,anonymous
634,"intitle:""index of"" intext:""content.ie5""",https://www.exploit-db.com/ghdb/634,Sensitive Directories,2004-10-31,anonymous
640,"""please visit"" intitle:""i-Catcher Console"" Copyright ""iCode Systems""",https://www.exploit-db.com/ghdb/640,Various Online Devices,2004-11-03,anonymous
660,"inurl:""putty.reg""",https://www.exploit-db.com/ghdb/660,Files Containing Juicy Info,2004-11-07,anonymous
664,"inurl:portscan.php ""from Port""|""Port Range""",https://www.exploit-db.com/ghdb/664,Network or Vulnerability Data,2004-11-12,anonymous
665,"intitle:""sysinfo * "" intext:""Generated by Sysinfo * written by The Gamblers.""",https://www.exploit-db.com/ghdb/665,Network or Vulnerability Data,2004-11-12,anonymous
667,intitle:Configuration.File inurl:softcart.exe,https://www.exploit-db.com/ghdb/667,Error Messages,2004-11-13,anonymous
666,filetype:pst pst -from -to -date,https://www.exploit-db.com/ghdb/666,Files Containing Juicy Info,2004-11-12,anonymous
668,inurl:technote inurl:main.cgi*filename=*,https://www.exploit-db.com/ghdb/668,Advisories and Vulnerabilities,2004-11-13,anonymous
669,"intext:""Ready with 10/100T Ethernet""",https://www.exploit-db.com/ghdb/669,Various Online Devices,2004-11-13,anonymous
670,"intext:""UAA (MSB)"" Lexmark -ext:pdf",https://www.exploit-db.com/ghdb/670,Various Online Devices,2004-11-13,anonymous
671,"intitle:""Welcome to Your New Home Page!"" ""by the Debian release""",https://www.exploit-db.com/ghdb/671,Web Server Detection,2004-11-13,anonymous
679,"inurl:postfixadmin intitle:""postfix admin"" ext:php",https://www.exploit-db.com/ghdb/679,Pages Containing Login Portals,2004-11-16,anonymous
683,"""Starting SiteZAP 6.0""",https://www.exploit-db.com/ghdb/683,Various Online Devices,2004-11-16,anonymous
684,"intitle:""phpPgAdmin - Login"" Language",https://www.exploit-db.com/ghdb/684,Pages Containing Login Portals,2005-03-03,anonymous
688,"intext:(""UBB.threadsÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ 6.2""|""UBB.threadsÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ 6.3"") intext:""You * not logged *"" -site:ubbcentral.com",https://www.exploit-db.com/ghdb/688,Advisories and Vulnerabilities,2004-11-18,anonymous
689,inurl:/SiteChassisManager/,https://www.exploit-db.com/ghdb/689,Advisories and Vulnerabilities,2004-11-18,anonymous
691,"intitle:""EvoCam"" inurl:""webcam.html""",https://www.exploit-db.com/ghdb/691,Various Online Devices,2004-11-18,anonymous
695,inurl:/webedit.* intext:WebEdit Professional -html,https://www.exploit-db.com/ghdb/695,Pages Containing Login Portals,2004-11-18,anonymous
713,"intext:""Videoconference Management System"" ext:htm",https://www.exploit-db.com/ghdb/713,Various Online Devices,2004-11-28,anonymous
714,"ext:txt ""Final encryption key""",https://www.exploit-db.com/ghdb/714,Files Containing Juicy Info,2004-11-28,anonymous
726,"""Phorum Admin"" ""Database Connection"" inurl:forum inurl:admin",https://www.exploit-db.com/ghdb/726,Network or Vulnerability Data,2004-11-28,anonymous
727,"""Warning: mysql_query()"" ""invalid query""",https://www.exploit-db.com/ghdb/727,Error Messages,2004-11-28,anonymous
728,"inurl:""/cgi-bin/loadpage.cgi?user_id=""",https://www.exploit-db.com/ghdb/728,Advisories and Vulnerabilities,2004-11-29,anonymous
734,"filetype:pl -intext:""/usr/bin/perl"" inurl:webcal (inurl:webcal | inurl:add | inurl:delete | inurl:config)",https://www.exploit-db.com/ghdb/734,Vulnerable Files,2004-12-01,anonymous
735,"site:ups.com intitle:""Ups Package tracking"" intext:""1Z ### ### ## #### ### #""",https://www.exploit-db.com/ghdb/735,Sensitive Online Shopping Info,2004-11-25,anonymous
744,"""Copyright (c) Tektronix, Inc."" ""printer status""",https://www.exploit-db.com/ghdb/744,Various Online Devices,2004-12-03,anonymous
745,"intext:""MaiLinX Alert (Notify)"" -site:networkprinters.com",https://www.exploit-db.com/ghdb/745,Various Online Devices,2004-12-03,anonymous
747,"inurl:""sitescope.html"" intitle:""sitescope"" intext:""refresh"" -demo",https://www.exploit-db.com/ghdb/747,Network or Vulnerability Data,2004-12-03,anonymous
746,"inurl:""printer/main.html"" intext:""settings""",https://www.exploit-db.com/ghdb/746,Various Online Devices,2004-12-03,anonymous
751,"php-addressbook ""This is the addressbook for *"" -warning",https://www.exploit-db.com/ghdb/751,Files Containing Juicy Info,2004-12-05,anonymous
752,"intitle:""Multimon UPS status page""",https://www.exploit-db.com/ghdb/752,Files Containing Juicy Info,2004-12-04,anonymous
755,"intitle:""Live NetSnap Cam-Server feed""",https://www.exploit-db.com/ghdb/755,Various Online Devices,2004-12-06,anonymous
756,"intitle:""V-Gear BEE""",https://www.exploit-db.com/ghdb/756,Various Online Devices,2004-12-06,anonymous
758,"filetype:php inurl:ipinfo.php ""Distributed Intrusion Detection System""",https://www.exploit-db.com/ghdb/758,Network or Vulnerability Data,2004-12-07,anonymous
767,"intitle:""iVISTA.Main.Page""",https://www.exploit-db.com/ghdb/767,Various Online Devices,2004-12-13,anonymous
773,"intext:""Welcome to the Web V.Networks"" intitle:""V.Networks [Top]"" -filetype:htm",https://www.exploit-db.com/ghdb/773,Network or Vulnerability Data,2004-12-07,anonymous
790,"allinurl:""/*/_vti_pvt/"" | allinurl:""/*/_vti_cnf/""",https://www.exploit-db.com/ghdb/790,Sensitive Directories,2004-12-29,anonymous
795,"filetype:blt ""buddylist""",https://www.exploit-db.com/ghdb/795,Files Containing Juicy Info,2004-12-30,anonymous
802,intitle:upload inurl:upload intext:upload -forum -shop -support -w3c,https://www.exploit-db.com/ghdb/802,Sensitive Directories,2005-01-01,anonymous
803,"intitle:""SpeedStream * Management Interface""",https://www.exploit-db.com/ghdb/803,Various Online Devices,2005-01-08,anonymous
805,"inurl:""next_file=main_fs.htm"" inurl:img inurl:image.cgi",https://www.exploit-db.com/ghdb/805,Various Online Devices,2004-12-30,anonymous
807,filetype:ctt Contact,https://www.exploit-db.com/ghdb/807,Files Containing Juicy Info,2005-01-02,anonymous
808,"filetype:ctt ""msn""",https://www.exploit-db.com/ghdb/808,Files Containing Juicy Info,2005-01-02,anonymous
814,"""Index of"" rar r01 nfo Modified 2004",https://www.exploit-db.com/ghdb/814,Sensitive Directories,2005-01-09,anonymous
815,"intitle:""Network Print Server"" filetype:shtm ( inurl:u_printjobs | inurl:u_server | inurl:a_server | inurl:u_generalhelp | u_printjobs )",https://www.exploit-db.com/ghdb/815,Various Online Devices,2005-01-12,anonymous
816,"intitle:""Network Print Server"" intext:""http://www.axis.com"" filetype:shtm",https://www.exploit-db.com/ghdb/816,Various Online Devices,2005-01-12,anonymous
822,"inurl:""631/admin"" (inurl:""op=*"") | (intitle:CUPS)",https://www.exploit-db.com/ghdb/822,Pages Containing Login Portals,2005-01-18,anonymous
828,"intitle:""Browser Launch Page""",https://www.exploit-db.com/ghdb/828,Various Online Devices,2005-01-21,anonymous
829,"intext:""Mail admins login here to administrate your domain.""",https://www.exploit-db.com/ghdb/829,Pages Containing Login Portals,2005-01-24,anonymous
843,"intitle:Group-Office ""Enter your username and password to login""",https://www.exploit-db.com/ghdb/843,Pages Containing Login Portals,2005-01-27,anonymous
848,"inurl:""bookmark.htm""",https://www.exploit-db.com/ghdb/848,Files Containing Juicy Info,2005-01-27,anonymous
851,"intitle:""EpsonNet WebAssist Rev""",https://www.exploit-db.com/ghdb/851,Various Online Devices,2005-01-28,anonymous
855,"intitle:""welcome to netware *"" -site:novell.com",https://www.exploit-db.com/ghdb/855,Pages Containing Login Portals,2005-02-03,anonymous
856,"intitle:""Brother"" intext:""View Configuration"" intext:""Brother Industries, Ltd.""",https://www.exploit-db.com/ghdb/856,Various Online Devices,2005-02-04,anonymous
862,"intitle:""switch login"" ""IBM Fast Ethernet Desktop""",https://www.exploit-db.com/ghdb/862,Various Online Devices,2005-02-15,anonymous
868,"intitle:""web server status"" SSH Telnet",https://www.exploit-db.com/ghdb/868,Files Containing Juicy Info,2005-02-15,anonymous
869,"intitle:opengroupware.org ""resistance is obsolete"" ""Report Bugs"" ""Username"" ""password""",https://www.exploit-db.com/ghdb/869,Pages Containing Login Portals,2005-02-15,anonymous
870,intitle:Linksys site:ourlinksys.com,https://www.exploit-db.com/ghdb/870,Various Online Devices,2005-02-15,anonymous
874,"intext:""Please enter correct password for Administrator Access. Thank you"" ""Copyright Ãƒâ€šÃ‚Â© 2003 SMC Networks, Inc. All rights reserved.""",https://www.exploit-db.com/ghdb/874,Various Online Devices,2005-02-12,anonymous
876,inurl:camctrl.cgi,https://www.exploit-db.com/ghdb/876,Various Online Devices,2005-03-05,anonymous
878,"""Traffic Analysis for"" ""RMON Port * on unit *""",https://www.exploit-db.com/ghdb/878,Network or Vulnerability Data,2005-03-05,anonymous
880,"filetype:sql (""values * MD5"" | ""values * password"" | ""values * encrypt"")",https://www.exploit-db.com/ghdb/880,Files Containing Passwords,2005-02-23,anonymous
882,(inurl:81-cobalt | inurl:cgi-bin/.cobalt),https://www.exploit-db.com/ghdb/882,Web Server Detection,2005-03-05,anonymous
885,"intitle:""Kurant Corporation StoreSense"" filetype:bok",https://www.exploit-db.com/ghdb/885,Pages Containing Login Portals,2005-03-15,anonymous
886,"intitle:""active webcam page""",https://www.exploit-db.com/ghdb/886,Various Online Devices,2005-02-15,anonymous
889,"intitle:""Belarc Advisor Current Profile"" intext:""Click here for Belarc's PC Management products, for large and small companies.""",https://www.exploit-db.com/ghdb/889,Network or Vulnerability Data,2005-02-15,anonymous
892,intitle:HomeSeer.Web.Control | Home.Status.Events.Log,https://www.exploit-db.com/ghdb/892,Various Online Devices,2005-03-18,anonymous
890,"intitle:""SuSE Linux Openexchange Server"" ""Please activate JavaScript!""",https://www.exploit-db.com/ghdb/890,Pages Containing Login Portals,2005-03-12,anonymous
891,"inurl:""suse/login.pl""",https://www.exploit-db.com/ghdb/891,Pages Containing Login Portals,2005-02-20,anonymous
898,"intitle:""Flash Operator Panel"" -ext:php -wiki -cms -inurl:asternic -inurl:sip -intitle:ANNOUNCE -inurl:lists",https://www.exploit-db.com/ghdb/898,Various Online Devices,2005-03-20,anonymous
901,"intitle:""Service Managed Gateway Login""",https://www.exploit-db.com/ghdb/901,Various Online Devices,2005-03-20,anonymous
903,"inurl:webmail./index.pl ""Interface""",https://www.exploit-db.com/ghdb/903,Pages Containing Login Portals,2005-03-20,anonymous
905,"intitle:""actiontec"" main setup status ""Copyright 2001 Actiontec Electronics Inc""",https://www.exploit-db.com/ghdb/905,Various Online Devices,2005-03-20,anonymous
909,"""Webthru User Login""",https://www.exploit-db.com/ghdb/909,Various Online Devices,2005-03-20,anonymous
910,"ext:cgi intitle:""control panel"" ""enter your owner password to continue!""",https://www.exploit-db.com/ghdb/910,Pages Containing Login Portals,2005-03-20,anonymous
911,"intitle:""ListMail Login"" admin -demo",https://www.exploit-db.com/ghdb/911,Pages Containing Login Portals,2005-03-20,anonymous
912,"intitle:""Test Page for the Apache HTTP Server on Fedora Core"" intext:""Fedora Core Test Page""",https://www.exploit-db.com/ghdb/912,Web Server Detection,2005-03-20,anonymous
915,intitle:asterisk.management.portal web-access,https://www.exploit-db.com/ghdb/915,Pages Containing Login Portals,2005-03-29,anonymous
917,"intitle:""Flash Operator Panel"" -ext:php -wiki -cms -inurl:asternic -inurl:sip -intitle:ANNOUNCE -inurl:lists",https://www.exploit-db.com/ghdb/917,Pages Containing Login Portals,2005-03-29,anonymous
916,intitle:index.of /maildir/new/,https://www.exploit-db.com/ghdb/916,Sensitive Directories,2005-03-26,anonymous
925,"intitle:""OfficeConnect Wireless 11g Access Point"" ""Checking your browser""",https://www.exploit-db.com/ghdb/925,Various Online Devices,2005-04-12,anonymous
926,powered.by.instaBoard.version.1.3,https://www.exploit-db.com/ghdb/926,Advisories and Vulnerabilities,2005-04-12,anonymous
927,"intitle:""Lexmark *"" inurl:port_0",https://www.exploit-db.com/ghdb/927,Various Online Devices,2005-04-12,anonymous
928,"inurl:/en/help.cgi ""ID=*""",https://www.exploit-db.com/ghdb/928,Various Online Devices,2005-04-12,anonymous
929,"intitle:jdewshlp ""Welcome to the Embedded Web Server!""",https://www.exploit-db.com/ghdb/929,Various Online Devices,2005-04-12,anonymous
930,"""display printer status"" intitle:""Home""",https://www.exploit-db.com/ghdb/930,Various Online Devices,2005-04-16,anonymous
931,inurl:JPGLogin.htm,https://www.exploit-db.com/ghdb/931,Various Online Devices,2005-04-12,anonymous
932,"intitle:""Welcome to Windows Small Business Server 2003""",https://www.exploit-db.com/ghdb/932,Web Server Detection,2005-04-16,anonymous
936,"""[SQL Server Driver][SQL Server]Line 1: Incorrect syntax near"" -forum -thread -showthread",https://www.exploit-db.com/ghdb/936,Error Messages,2005-04-07,anonymous
938,"intitle:""inc. vpn 3000 concentrator""",https://www.exploit-db.com/ghdb/938,Pages Containing Login Portals,2005-04-11,anonymous
937,"intext:""vbulletin"" inurl:admincp",https://www.exploit-db.com/ghdb/937,Pages Containing Login Portals,2005-04-09,anonymous
940,"intitle:ilohamail intext:""Version 0.8.10"" ""Powered by IlohaMail""",https://www.exploit-db.com/ghdb/940,Pages Containing Login Portals,2005-04-11,anonymous
943,"""Parse error: parse error, unexpected T_VARIABLE"" ""on line"" filetype:php",https://www.exploit-db.com/ghdb/943,Error Messages,2005-04-26,anonymous
950,"""Please use Netscape 2.0 or enhance !!"" -site:dlink.com -site:ovislink.com.tw",https://www.exploit-db.com/ghdb/950,Various Online Devices,2005-04-27,anonymous
953,inurl:cgi-bin inurl:bigate.cgi,https://www.exploit-db.com/ghdb/953,Vulnerable Files,2005-04-27,anonymous
954,"ext:dhtml intitle:""document centre|(home)"" OR intitle:""xerox""",https://www.exploit-db.com/ghdb/954,Various Online Devices,2005-05-02,anonymous
955,ext:DBF DBF,https://www.exploit-db.com/ghdb/955,Files Containing Juicy Info,2005-04-27,anonymous
956,ext:CDX CDX,https://www.exploit-db.com/ghdb/956,Files Containing Juicy Info,2005-04-27,anonymous
957,ext:ccm ccm -catacomb,https://www.exploit-db.com/ghdb/957,Files Containing Juicy Info,2005-04-27,anonymous
958,ext:DCA DCA,https://www.exploit-db.com/ghdb/958,Files Containing Juicy Info,2005-04-27,anonymous
959,"intitle:""ERROR: The requested URL could not be retrieved"" ""While trying to retrieve the URL"" ""The following error was encountered:""",https://www.exploit-db.com/ghdb/959,Footholds,2005-04-27,anonymous
960,!Host=*.* intext:enc_UserPassword=* ext:pcf,https://www.exploit-db.com/ghdb/960,Files Containing Passwords,2005-05-02,anonymous
961,"intitle:""Welcome To Your WebSTAR Home Page""",https://www.exploit-db.com/ghdb/961,Web Server Detection,2005-05-02,anonymous
964,"intitle:""site administration: please log in"" ""site designed by emarketsouth""",https://www.exploit-db.com/ghdb/964,Pages Containing Login Portals,2005-05-02,anonymous
967,"intitle:""Document title goes here"" intitle:""used by web search tools"" "" example of a simple Home Page""",https://www.exploit-db.com/ghdb/967,Web Server Detection,2005-05-02,anonymous
968,"intitle:""WorldClient"" intext:""© (2003|2004) Alt-N Technologies.""",https://www.exploit-db.com/ghdb/968,Pages Containing Login Portals,2005-05-02,anonymous
5880,site:*/lost_pass.php,https://www.exploit-db.com/ghdb/5880,Pages Containing Login Portals,2020-04-16,Reza Abasi
972,"intitle:""SWW link"" ""Please wait.....""",https://www.exploit-db.com/ghdb/972,Various Online Devices,2005-05-02,anonymous
973,"intitle:""InterJak Web Manager""",https://www.exploit-db.com/ghdb/973,Various Online Devices,2005-05-20,anonymous
974,inurl:server.cfg rcon password,https://www.exploit-db.com/ghdb/974,Files Containing Passwords,2005-05-06,anonymous
977,inurl::2082/frontend -demo,https://www.exploit-db.com/ghdb/977,Pages Containing Login Portals,2005-05-11,anonymous
982,"intitle:""Welcome to 602LAN SUITE *""",https://www.exploit-db.com/ghdb/982,Web Server Detection,2005-05-20,anonymous
984,"intitle:""SSHVnc Applet""OR intitle:""SSHTerm Applet""",https://www.exploit-db.com/ghdb/984,Vulnerable Files,2005-05-20,anonymous
988,"intext:""powered by Hosting Controller"" intitle:Hosting.Controller",https://www.exploit-db.com/ghdb/988,Sensitive Online Shopping Info,2005-05-29,anonymous
994,"intitle:""Netopia Router (*.)""""to view this site""",https://www.exploit-db.com/ghdb/994,Various Online Devices,2005-06-03,anonymous
985,"""To view the Web interface of the SpeedTouch, Java",https://www.exploit-db.com/ghdb/985,Various Online Devices,2005-05-20,anonymous
987,"intitle:""Dell *"" inurl:port_0",https://www.exploit-db.com/ghdb/987,Various Online Devices,2005-05-31,anonymous
986,"(intitle:""502 Proxy Error"")|(intitle:""503 Proxy Error"") ""The proxy server could not handle the request"" -topic -mail -4suite -list -site:geocrawler.co",https://www.exploit-db.com/ghdb/986,Web Server Detection,2005-05-30,anonymous
989,"intitle:""PacketShaper Customer Login""",https://www.exploit-db.com/ghdb/989,Various Online Devices,2005-05-19,anonymous
990,"( intitle:""PacketShaper Login"")|(intitle:""PacketShaper Customer Login"")",https://www.exploit-db.com/ghdb/990,Various Online Devices,2005-05-20,anonymous
991,inurl:Citrix/MetaFrame/default/default.aspx,https://www.exploit-db.com/ghdb/991,Pages Containing Login Portals,2005-05-15,anonymous
